,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
6668,THOMSON PARK,1.35583902497,103.834642107,Sushiro,1.35457921054,103.830584264,Sushi Restaurant
6669,THOMSON PARK,1.35583902497,103.834642107,Habitat Coffee,1.35301708879,103.83459963,Café
6670,THOMSON PARK,1.35583902497,103.834642107,Imperial Treasure Noodle House,1.35979526737,103.833834117,Restaurant
6671,THOMSON PARK,1.35583902497,103.834642107,E-Sarn Thai Corner,1.35329527546,103.833898532,Thai Restaurant
6672,THOMSON PARK,1.35583902497,103.834642107,Rochor Beancurd House,1.35292953383,103.834872875,Dessert Shop
6673,THOMSON PARK,1.35583902497,103.834642107,Auntie Kim's Korean Restaurant,1.35376271527,103.8335591,Korean Restaurant
6674,THOMSON PARK,1.35583902497,103.834642107,Pacamara Boutique Coffee Roasters,1.35146826982,103.835619184,Coffee Shop
6675,THOMSON PARK,1.35583902497,103.834642107,Gim Huat Coffeeshop 锦发咖啡店,1.35536518124,103.83658439,Food Court
6676,THOMSON PARK,1.35583902497,103.834642107,Little Part 1 Café,1.35526061681,103.830267259,Café
6677,THOMSON PARK,1.35583902497,103.834642107,Starbucks,1.35534203622,103.830955208,Coffee Shop
6678,THOMSON PARK,1.35583902497,103.834642107,Chicken House (Kampong Chicken Rice),1.3534724007,103.833796222,Chinese Restaurant
6679,THOMSON PARK,1.35583902497,103.834642107,Taste of Thailand (Original),1.35776428579,103.833689029,Thai Restaurant
6680,THOMSON PARK,1.35583902497,103.834642107,Yoguru,1.35491571172,103.830890791,Frozen Yogurt Shop
6681,THOMSON PARK,1.35583902497,103.834642107,Udders,1.35356916191,103.834280071,Ice Cream Shop
6682,THOMSON PARK,1.35583902497,103.834642107,Badoque Cafe,1.35340020814,103.834354839,Steakhouse
6683,THOMSON PARK,1.35583902497,103.834642107,Ming Fa Fishball,1.35352661225,103.834293651,Noodle House
6684,THOMSON PARK,1.35583902497,103.834642107,Talk Cock Sing Song,1.35315443232,103.834708801,Karaoke Bar
6685,THOMSON PARK,1.35583902497,103.834642107,Pasta J,1.35205962728,103.835363639,French Restaurant
6686,THOMSON PARK,1.35583902497,103.834642107,Sushi Tei,1.3549730531,103.830993128,Sushi Restaurant
6687,THOMSON PARK,1.35583902497,103.834642107,Peperoni Pizzeria,1.3536668,103.83335,Italian Restaurant
6688,THOMSON PARK,1.35583902497,103.834642107,Meng Kitchen Traditional Taste (日夜小厨),1.35351022476,103.834293741,Asian Restaurant
6689,THOMSON PARK,1.35583902497,103.834642107,Five By Five,1.35315246138,103.835453353,Café
6690,THOMSON PARK,1.35583902497,103.834642107,Fat Boy's The Burger Bar,1.3515259,103.83537,Burger Joint
6691,THOMSON PARK,1.35583902497,103.834642107,The Black Sheep Cafe,1.35329309401,103.835600755,French Restaurant
6692,THOMSON PARK,1.35583902497,103.834642107,Hooked On Heads,1.35296974764,103.835691452,Seafood Restaurant
6693,THOMSON PARK,1.35583902497,103.834642107,FairPrice Finest,1.35437102125,103.830413934,Supermarket
6694,THOMSON PARK,1.35583902497,103.834642107,Swensen's,1.3548647541,103.831274382,Dessert Shop
6695,THOMSON PARK,1.35583902497,103.834642107,The Roti Prata House,1.35373780554,103.834206462,Indian Restaurant
6696,THOMSON PARK,1.35583902497,103.834642107,Daawat Tandoori,1.35212464121,103.835335776,Indian Restaurant
6697,THOMSON PARK,1.35583902497,103.834642107,OZ Specialty Coffee,1.35366669071,103.835480148,Café
6698,THOMSON PARK,1.35583902497,103.834642107,Sin Ming 23 Coffeeshop,1.35419097231,103.835716546,Coffee Shop
6699,THOMSON PARK,1.35583902497,103.834642107,Thomson Plaza,1.35490424053,103.831025362,Shopping Mall
6700,THOMSON PARK,1.35583902497,103.834642107,Peach Garden,1.35460915999,103.831254391,Chinese Restaurant
6701,THOMSON PARK,1.35583902497,103.834642107,Tong Shui Cafe,1.35255579006,103.835091463,Chinese Restaurant
6702,THOMSON PARK,1.35583902497,103.834642107,Les Patisseries,1.3528371274,103.835277032,Bakery
6703,THOMSON PARK,1.35583902497,103.834642107,Parker Korean Restaurant,1.3522650746,103.835294407,Korean Restaurant
6704,THOMSON PARK,1.35583902497,103.834642107,Lam's Noodle 阿南肉脞面@七福星,1.35705204301,103.838764903,Coffee Shop
6705,THOMSON PARK,1.35583902497,103.834642107,Sheng Siong Supermarket,1.35191772301,103.835743563,Supermarket
6706,THOMSON PARK,1.35583902497,103.834642107,Thai in Town,1.35338456182,103.834405154,Thai Restaurant
6707,THOMSON PARK,1.35583902497,103.834642107,Paradise Classic,1.35487580931,103.830846587,Chinese Restaurant
6708,THOMSON PARK,1.35583902497,103.834642107,Moo Ka Ta Huay Kwang @ Thomson,1.35340190207,103.834378045,Thai Restaurant
6709,THOMSON PARK,1.35583902497,103.834642107,Yi Jia Bakery House Cafe,1.35293140407,103.834451098,Café
6710,THOMSON PARK,1.35583902497,103.834642107,Old School Delights,1.35272337804,103.834941961,Diner
6711,THOMSON PARK,1.35583902497,103.834642107,Kopi Chwee Food Court,1.35778616697,103.833616788,Food Court
6712,THOMSON PARK,1.35583902497,103.834642107,Kola Food Centre,1.35865816734,103.836869257,Chinese Restaurant
6713,THOMSON PARK,1.35583902497,103.834642107,Haato & Co.,1.35488112808,103.830881963,Ice Cream Shop
6714,THOMSON PARK,1.35583902497,103.834642107,Tomoe Japanese Restaurant,1.35364865974,103.833578949,Japanese Restaurant
6715,THOMSON PARK,1.35583902497,103.834642107,Sara's,1.35275109523,103.834726837,Pub
6716,THOMSON PARK,1.35583902497,103.834642107,Nam Kee Chicken Rice Restaurant,1.3519436928,103.835435242,Hainan Restaurant
6717,THOMSON PARK,1.35583902497,103.834642107,Bus Stop 53051 (Bef Thomson Plaza),1.35464324932,103.832453049,Bus Stop
6718,THOMSON PARK,1.35583902497,103.834642107,Subway,1.35491446313,103.83089253,Sandwich Place
6719,THOMSON PARK,1.35583902497,103.834642107,Ply Baked Goods LLP,1.35347195105,103.833165476,Bakery
6720,THOMSON PARK,1.35583902497,103.834642107,The Coriander Cafe,1.35506295295,103.831117572,Asian Restaurant
6721,THOMSON PARK,1.35583902497,103.834642107,Kola Seafood @ Sin Ming Blk 36,1.35864522848,103.836934895,Chinese Restaurant
6722,THOMSON PARK,1.35583902497,103.834642107,Bus Stop 53059 (Opp Thomson Plaza),1.35518184773,103.831529108,Bus Stop
6723,THOMSON PARK,1.35583902497,103.834642107,Caffe Zeppin,1.35908,103.833932,Asian Restaurant
6724,THOMSON PARK,1.35583902497,103.834642107,Jude Nails,1.35470491307,103.831324261,Cosmetics Shop
6725,THOMSON PARK,1.35583902497,103.834642107,Crestar School Of Dance,1.35472336733,103.831194218,Dance Studio
6726,THOMSON PARK,1.35583902497,103.834642107,Soo Chow Garden Park,1.35329827187,103.832055932,Park
6727,THOMSON PARK,1.35583902497,103.834642107,Home-Fix,1.3548192195,103.831142815,Hardware Store
6728,THOMSON PARK,1.35583902497,103.834642107,The Grumpy Bear Cafe,1.3548942,103.83082,Café
6729,THOMSON PARK,1.35583902497,103.834642107,Wan Yang @ Thomson Plaza,1.35440785449,103.830731285,Spa
6730,THOMSON PARK,1.35583902497,103.834642107,Shi Li Fang,1.35457488958,103.830591206,Hotpot Restaurant
6731,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Sushiro,1.35457921054,103.830584264,Sushi Restaurant
6732,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Little Part 1 Café,1.35526061681,103.830267259,Café
6733,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Starbucks,1.35534203622,103.830955208,Coffee Shop
6734,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Elemen 元素,1.35469001515,103.830136896,Vegetarian / Vegan Restaurant
6735,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Yoguru,1.35491571172,103.830890791,Frozen Yogurt Shop
6736,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Sushi Tei,1.3549730531,103.830993128,Sushi Restaurant
6737,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,FairPrice Finest,1.35437102125,103.830413934,Supermarket
6738,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Swensen's,1.3548647541,103.831274382,Dessert Shop
6739,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Thomson Plaza,1.35490424053,103.831025362,Shopping Mall
6740,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Taste of Thailand (Original),1.35776428579,103.833689029,Thai Restaurant
6741,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Peach Garden,1.35460915999,103.831254391,Chinese Restaurant
6742,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Paradise Classic,1.35487580931,103.830846587,Chinese Restaurant
6743,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Carpenter and Cook Jr,1.35520026762,103.83007723,Bakery
6744,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Haato & Co.,1.35488112808,103.830881963,Ice Cream Shop
6745,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Bus Stop 53369 opp Blk 454,1.35860460136,103.830554466,Bus Station
6746,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Subway,1.35491446313,103.83089253,Sandwich Place
6747,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,The Coriander Cafe,1.35506295295,103.831117572,Asian Restaurant
6748,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Japan Home,1.35482220435,103.830787893,Discount Store
6749,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,7-Eleven,1.35513512483,103.831361429,Convenience Store
6750,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Epismile Dental Group,1.35484359112,103.8311233,Dentist's Office
6751,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Shi Li Fang,1.35457488958,103.830591206,Hotpot Restaurant
6752,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Crestar School Of Dance,1.35472336733,103.831194218,Dance Studio
6753,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Kopi Chwee Food Court,1.35778616697,103.833616788,Food Court
6754,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Wan Yang @ Thomson Plaza,1.35440785449,103.830731285,Spa
6755,THOMSON VIEW CONDOMINIUM,1.35796541415,103.829302838,Jude Nails,1.35470491307,103.831324261,Cosmetics Shop
6756,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Foodie Market Place,1.28343638784,103.835527699,Grocery Store
6757,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tiong Bahru Bakery,1.28446583658,103.833583494,Bakery
6758,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tiong Bahru Pau & Snacks,1.28459324131,103.83512465,Dim Sum Restaurant
6759,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Bakalaki,1.28571179435,103.833896379,Greek Restaurant
6760,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Merci Marcel,1.28441227316,103.833605426,Café
6761,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tiong Bahru Market & Food Centre,1.28490113922,103.832446536,Food Court
6762,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Long Ji Zi Char,1.28490308969,103.835012935,Seafood Restaurant
6763,TIONG BAHRU ESTATE,1.28360195077,103.834988621,No3 Crab Delicacy,1.28535803141,103.834882932,Seafood Restaurant
6764,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Ah Chiang's Porridge,1.28309650363,103.832979925,Asian Restaurant
6765,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tiong Bahru Galicier Pastry (Galicier Confectionery),1.28445106016,103.834457355,Bakery
6766,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Journey East,1.2868350226,103.83417483,Furniture / Home Store
6767,TIONG BAHRU ESTATE,1.28360195077,103.834988621,PS. Cafe Petit,1.28347874544,103.83126408,Café
6768,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Por Kee Eating House,1.28414981535,103.832902598,Chinese Restaurant
6769,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Loo's Hainanese Curry Rice,1.28411042279,103.832217633,Hainan Restaurant
6770,TIONG BAHRU ESTATE,1.28360195077,103.834988621,SKS Books Warehouse,1.28751651846,103.834586385,Bookstore
6771,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tiong Bahru Lee Hong Kee Cantonese Roasted,1.28484888909,103.832401673,Asian Restaurant
6772,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Whisk Cafe,1.28492422957,103.833139881,Café
6773,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Nimble/Knead - Come to our spa. Go far.,1.28381142645,103.832547085,Spa
6774,TIONG BAHRU ESTATE,1.28360195077,103.834988621,忠于原味雲吞麵 Wanton Noodle Chicken Noodle Dumpling Soup,1.28473539232,103.832365504,Noodle House
6775,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Nan Yuen Fishball Mushroom Minced Meat Noodle,1.28413683787,103.832302094,Noodle House
6776,TIONG BAHRU ESTATE,1.28360195077,103.834988621,The Tiong Bahru Club,1.28501398259,103.83317453,Restaurant
6777,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tiann's Bakery + Takeaway,1.28451349946,103.832583036,Bakery
6778,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Flea & Trees,1.28377121866,103.833161481,Thrift / Vintage Store
6779,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tiong Bahru Pau,1.28479576075,103.832408834,Dim Sum Restaurant
6780,TIONG BAHRU ESTATE,1.28360195077,103.834988621,卤面178 (Lor Mee),1.28480429671,103.832446236,Asian Restaurant
6781,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Hwa Yuen Porridge,1.28491154402,103.832483871,Chinese Restaurant
6782,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tiong Bahru Lor Mee,1.28492605858,103.832417116,Noodle House
6783,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tow Kwar Pop @ Tiong Bahru Market,1.28490643841,103.832420111,Snack Place
6784,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Hong Heng Fried Sotong Prawn Mee,1.2849481305,103.832534789,Noodle House
6785,TIONG BAHRU ESTATE,1.28360195077,103.834988621,乐乐锅 (Le Le Pot) (Le Le Pot),1.2845739281,103.832881451,Asian Restaurant
6786,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tiong Bahru Hainanese Boneless Chicken Rice,1.28497193279,103.832562181,Chinese Restaurant
6787,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Jian Bo Shui Kueh 楗柏水粿,1.28491474828,103.832510874,Chinese Restaurant
6788,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Koh Brother Pig's Organ Soup,1.28487989562,103.832435575,Soup Place
6789,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tiong Bahru Fried Kway Teow,1.28492005301,103.832509972,Asian Restaurant
6790,TIONG BAHRU ESTATE,1.28360195077,103.834988621,238 Coffee Stall,1.28496235517,103.832497843,Café
6791,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Starbucks,1.27917953232,103.835408708,Coffee Shop
6792,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Old Tiong Bahru Bak Kut Teh,1.28450933983,103.832674894,Chinese Restaurant
6793,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Thai Lion Kitchen,1.2848779842,103.832407224,Thai Restaurant
6794,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Teck Seng Soya Bean Milk,1.28498229542,103.83237396,Dessert Shop
6795,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Hui Ji Fish Ball Noodle • Yong Tau Fu,1.28484763575,103.832397045,Noodle House
6796,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Long Ji Soya Bean Bean Curd,1.28600047815,103.831693095,Dessert Shop
6797,TIONG BAHRU ESTATE,1.28360195077,103.834988621,One Olive,1.28437146803,103.832984326,Flower Shop
6798,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Min Nan Pork Ribs Prawn Noodle,1.28491061203,103.832342102,Asian Restaurant
6799,TIONG BAHRU ESTATE,1.28360195077,103.834988621,Tian Tian Yuan Dessert House,1.28483473842,103.832431927,Dessert Shop
6800,TREVOSE PLACE,1.3277556714,103.821488343,Paradise Pet Shop,1.32953170523,103.821923272,Pet Store
6801,TREVOSE PLACE,1.3277556714,103.821488343,22 Merryn Road,1.327337,103.823595,Gym / Fitness Center
6802,TREVOSE PLACE,1.3277556714,103.821488343,Shuttle Bus To TPY,1.329978,103.820988,Bus Station
6803,TREVOSE PLACE,1.3277556714,103.821488343,HAEGUNS ,1.327943,103.823923,Gym
6804,TREVOSE PLACE,1.3277556714,103.821488343,吃不亭,1.33047883213,103.820044002,Food Court
6805,TREVOSE PLACE,1.3277556714,103.821488343,Tian Lu,1.327429,103.825135,Jewelry Store
6806,TREVOSE PLACE,1.3277556714,103.821488343,University Road Park,1.32669002646,103.817762874,Park
6807,TRINITY @ LAVENDER,1.31140481875,103.861921501,Chye Seng Huat Hardware Coffee Bar,1.31167538206,103.860374181,Coffee Shop
6808,TRINITY @ LAVENDER,1.31140481875,103.861921501,Creamery Boutique Ice Creams,1.31145693877,103.86019336,Ice Cream Shop
6809,TRINITY @ LAVENDER,1.31140481875,103.861921501,Druggists,1.311227,103.85983,Bar
6810,TRINITY @ LAVENDER,1.31140481875,103.861921501,Cheng Mun Chee Kee Pig Organ Soup 正文志记 (Cheng Mun Chee Kee Pig Organ Soup),1.31230554521,103.85990226,Soup Place
6811,TRINITY @ LAVENDER,1.31140481875,103.861921501,Cold Storage,1.31045127506,103.863999143,Supermarket
6812,TRINITY @ LAVENDER,1.31140481875,103.861921501,The Refinery,1.31064458097,103.862432246,Restaurant
6813,TRINITY @ LAVENDER,1.31140481875,103.861921501,Red Eye Smokehouse,1.31067189553,103.861049654,BBQ Joint
6814,TRINITY @ LAVENDER,1.31140481875,103.861921501,Traveller@sg,1.31046264955,103.861879505,Hostel
6815,TRINITY @ LAVENDER,1.31140481875,103.861921501,Rucksack Inn,1.31426146914,103.860240502,Hostel
6816,TRINITY @ LAVENDER,1.31140481875,103.861921501,88 Hong Kong Roast Meat Specialist,1.31184499174,103.860256076,BBQ Joint
6817,TRINITY @ LAVENDER,1.31140481875,103.861921501,Antoinette,1.30932944501,103.862773672,Dessert Shop
6818,TRINITY @ LAVENDER,1.31140481875,103.861921501,NTUC FairPrice,1.30894818068,103.861952694,Supermarket
6819,TRINITY @ LAVENDER,1.31140481875,103.861921501,Wimbly lu Chocolates,1.31196309019,103.860571275,Café
6820,TRINITY @ LAVENDER,1.31140481875,103.861921501,Green Kiwi Backpacker Hostel,1.31428328505,103.860254398,Hostel
6821,TRINITY @ LAVENDER,1.31140481875,103.861921501,The Bravery,1.31022527119,103.861094438,Café
6822,TRINITY @ LAVENDER,1.31140481875,103.861921501,Ch叉r (Char) Casual Dining,1.31266711954,103.859797254,BBQ Joint
6823,TRINITY @ LAVENDER,1.31140481875,103.861921501,Jalan Besar Swimming Complex,1.31048551338,103.85982756,Pool
6824,TRINITY @ LAVENDER,1.31140481875,103.861921501,Jalan Besar Stadium,1.31006447112,103.860293627,Soccer Stadium
6825,TRINITY @ LAVENDER,1.31140481875,103.861921501,Petite Menu,1.3125856231,103.861284412,Café
6826,TRINITY @ LAVENDER,1.31140481875,103.861921501,ABC KING,1.3114610605,103.86216412,Indian Restaurant
6827,TRINITY @ LAVENDER,1.31140481875,103.861921501,Burger King,1.30820287552,103.862533753,Fast Food Restaurant
6828,TRINITY @ LAVENDER,1.31140481875,103.861921501,The Bento People,1.30941233834,103.86431,Vegetarian / Vegan Restaurant
6829,TRINITY @ LAVENDER,1.31140481875,103.861921501,Subway,1.30809414758,103.862300497,Sandwich Place
6830,TRINITY @ LAVENDER,1.31140481875,103.861921501,Oberstrasse,1.3086305974,103.862402843,Coffee Shop
6831,TRINITY @ LAVENDER,1.31140481875,103.861921501,New Fut Kai Vegetarian Restaurant,1.31052803294,103.85864071,Vegetarian / Vegan Restaurant
6832,TRINITY @ LAVENDER,1.31140481875,103.861921501,Nature's Harvest Cafe,1.31213373048,103.857911797,Vegetarian / Vegan Restaurant
6833,TRINITY @ LAVENDER,1.31140481875,103.861921501,1 Tyrwhitt Bistro Bar,1.30897180904,103.858334545,Bistro
6834,TRINITY @ LAVENDER,1.31140481875,103.861921501,McDonald's,1.30740250101,103.862690067,Fast Food Restaurant
6835,TRINITY @ LAVENDER,1.31140481875,103.861921501,Lavender MRT Station (EW11),1.30741839702,103.86286047,Metro Station
6836,TRIVELIS,1.31944669077,103.765649446,308 海鲜煮炒,1.32108604008,103.766525786,Chinese Restaurant
6837,TRIVELIS,1.31944669077,103.765649446,Firefly Park @ Clementi,1.32038511061,103.764843611,Park
6838,TRIVELIS,1.31944669077,103.765649446,Soup Restaurant 三盅兩件 (Soup Restaurant),1.31513537539,103.764880533,Soup Place
6839,TRIVELIS,1.31944669077,103.765649446,Lei Yuen Delights 乐园美食,1.32107419014,103.766540562,Food Court
6840,TRIVELIS,1.31944669077,103.765649446,Ulu Pandan Park Connector,1.32214731653,103.767585754,Trail
6841,TRIVELIS,1.31944669077,103.765649446,Blk 378 Clementi Ave 5,1.31744151223,103.767317242,Coffee Shop
6842,TRIVELIS,1.31944669077,103.765649446,Popular Bookstore,1.31510386748,103.764878691,Bookstore
6843,TRIVELIS,1.31944669077,103.765649446,Ichiban Sushi,1.31534270997,103.764799708,Japanese Restaurant
6844,TRIVELIS,1.31944669077,103.765649446,Jinjja Chicken,1.3150529908,103.764864567,Fried Chicken Joint
6845,TRIVELIS,1.31944669077,103.765649446,McDonald's / McCafé,1.31550792625,103.764613867,Fast Food Restaurant
6846,TRIVELIS,1.31944669077,103.765649446,Challenger,1.31520526602,103.764808531,Electronics Store
6847,TRIVELIS,1.31944669077,103.765649446,Tiang Seng Eating House,1.31852917326,103.767411713,Food Court
6848,TRIVELIS,1.31944669077,103.765649446,Subway,1.31507497376,103.764931865,Sandwich Place
6849,TRIVELIS,1.31944669077,103.765649446,Prata Planet Family Restaurant,1.31687774333,103.765797878,Indian Restaurant
6850,TRIVELIS,1.31944669077,103.765649446,Collin's Grille Bento,1.320883,103.76683,American Restaurant
6851,TRIVELIS,1.31944669077,103.765649446,The Clementi Mall,1.31506815987,103.764753342,Shopping Mall
6852,TRIVELIS,1.31944669077,103.765649446,Starbucks,1.31522208912,103.764813717,Coffee Shop
6853,TRIVELIS,1.31944669077,103.765649446,Clementi 881 Coffee Station,1.31734105152,103.76876534,Coffee Shop
6854,TRIVELIS,1.31944669077,103.765649446,Ootoya Japanese Restaurant 大户屋,1.31528497394,103.764810239,Japanese Restaurant
6855,TRIVELIS,1.31944669077,103.765649446,Blk 345 Clementi Avenue 5,1.31784293681,103.767887702,Coffee Shop
6856,TRIVELIS,1.31944669077,103.765649446,Sungei Ulu Pandan,1.32181665774,103.768464842,Canal
6857,TRIVELIS,1.31944669077,103.765649446,Ya Kun Kaya Toast 亞坤,1.31506513419,103.764908509,Coffee Shop
6858,TRIVELIS,1.31944669077,103.765649446,Best Denki,1.31532849342,103.764779262,Electronics Store
6859,TRIVELIS,1.31944669077,103.765649446,Swensen's,1.31541160431,103.764800572,American Restaurant
6860,TRIVELIS,1.31944669077,103.765649446,Bus Stop 20101 (Nan Hua Pri Sch),1.31994524705,103.762280582,Bus Station
6861,TRIVELIS,1.31944669077,103.765649446,Meena Shop,1.32084639647,103.762484205,Food & Drink Shop
6862,TRIVELIS,1.31944669077,103.765649446,Crystal Jade Kitchen 翡翠小厨,1.3153502025,103.764787009,Chinese Restaurant
6863,TRIVELIS,1.31944669077,103.765649446,Clementi MRT Station (EW23),1.31509689843,103.76502467,Train Station
6864,TRIVELIS,1.31944669077,103.765649446,U Stars Supermarket,1.31729334958,103.769092795,Market
6865,TRIVELIS,1.31944669077,103.765649446,Khao San,1.321896,103.761951,Coffee Shop
6866,TRIVELIS,1.31944669077,103.765649446,Kaffe & Toast,1.3151053,103.76463,Coffee Shop
6867,TRIVELIS,1.31944669077,103.765649446,Sunset Park Boardwalk,1.32276068425,103.768651564,Bridge
6868,TUAS COVE INDUSTRIAL CENTRE,1.31860611692,103.629568588,V1 Power canteen,1.31962101739,103.629647894,Asian Restaurant
6869,TUAS COVE INDUSTRIAL CENTRE,1.31860611692,103.629568588,Greenhouse Cafe,1.31589105115,103.631641488,American Restaurant
6870,TUAS COVE INDUSTRIAL CENTRE,1.31860611692,103.629568588,Design Hub,1.31574092931,103.631650909,Café
6871,TUAS COVE INDUSTRIAL CENTRE,1.31860611692,103.629568588,Yun Xin Yuan Canteen,1.31952043254,103.629463091,Coffee Shop
6872,TUAS COVE INDUSTRIAL CENTRE,1.31860611692,103.629568588,Sedap nye Chicken Rice Stall,1.31890783502,103.629026482,Food Court
6873,Tri-Love Student Care @ North View Primary School,1.42752326592,103.848190791,AH TAN Crispy Chicken Har Cheong Gai,1.424669,103.844727,Fried Chicken Joint
6874,Tri-Love Student Care @ North View Primary School,1.42752326592,103.848190791,Kimly Seafood 金味海鲜,1.42392672647,103.84693993,Chinese Restaurant
6875,Tri-Love Student Care @ North View Primary School,1.42752326592,103.848190791,Kim San Leng (金山岭),1.42435838135,103.846308589,Food Court
6876,Tri-Love Student Care @ North View Primary School,1.42752326592,103.848190791,NTUC FairPrice,1.42442583192,103.846610003,Department Store
6877,Tri-Love Student Care @ North View Primary School,1.42752326592,103.848190791,Yishun Park Hawker Centre,1.42454961291,103.844846427,Food Court
6878,Tri-Love Student Care @ North View Primary School,1.42752326592,103.848190791,Bus Stop 59399 (Opp Blk 367),1.43032712603,103.845455647,Bus Stop
6879,Tri-Love Student Care @ North View Primary School,1.42752326592,103.848190791,Sushi Mentai,1.43137179411,103.846882681,Sushi Restaurant
6880,Tri-Love Student Care @ North View Primary School,1.42752326592,103.848190791,block 414 yishun,1.424825,103.844803,Coffee Shop
6881,UE SQUARE,1.29273198718,103.842250095,Yakiniku YAZAWA,1.291828,103.842172,Japanese Restaurant
6882,UE SQUARE,1.29273198718,103.842250095,Wine Connection Cheese Bar,1.29236437219,103.841788602,Wine Bar
6883,UE SQUARE,1.29273198718,103.842250095,Orihara Shoten,1.29211043124,103.842139203,Sake Bar
6884,UE SQUARE,1.29273198718,103.842250095,Wine Connection Tapas Bar & Bistro,1.29210154234,103.840887807,Wine Bar
6885,UE SQUARE,1.29273198718,103.842250095,Fine Spirits by La Maison du Whisky,1.29124024442,103.840946156,Whisky Bar
6886,UE SQUARE,1.29273198718,103.842250095,Coffee Bar K,1.2923370825,103.841797303,Bar
6887,UE SQUARE,1.29273198718,103.842250095,Bistecca Tuscan Steakhouse,1.29314900816,103.841451315,Steakhouse
6888,UE SQUARE,1.29273198718,103.842250095,Hachi Restaurant,1.29399558952,103.841989956,Japanese Restaurant
6889,UE SQUARE,1.29273198718,103.842250095,Rosso vino,1.29088735659,103.841858922,Italian Restaurant
6890,UE SQUARE,1.29273198718,103.842250095,IPPUDO SG (Ippudo Tao),1.29332052122,103.84164834,Ramen Restaurant
6891,UE SQUARE,1.29273198718,103.842250095,Natureland,1.29189104915,103.84141184,Spa
6892,UE SQUARE,1.29273198718,103.842250095,Robertson Quay,1.29092414939,103.840774023,Pedestrian Plaza
6893,UE SQUARE,1.29273198718,103.842250095,Shabestan,1.29087108019,103.840774616,Persian Restaurant
6894,UE SQUARE,1.29273198718,103.842250095,STPI - Creative Workshop & Gallery,1.29080198295,103.840210949,Art Gallery
